Video_Origen	ID_Video	Usuario	Comentario	Likes	Hace cuanto tiempo	Idioma
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@lidiavielmarojas2405	Si puedo vivir es SOLO por la gracia de CRISTO	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@cienciaydescubrimiento9863	Alguien Sigue Escuchando Esta Increible Cancion En 2021	1	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@elsantorosarionuevodia7256	Si estás leyendo ésto que dios te bendiga hoy y siempre... Que nunca te falte alimento en tu mesa y recuerda dios te ama a pesar de todo	62	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@LavozdeMariaa	Dios bendiga a la persona que esté leyendo este comentario	6	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@josegjkggjtfrr8393	Amén	0	hace 5 años	hu
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@lucasjorgeraultorresamaril1895	Su verdad no tiene limites	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@gloriagarcia6574	Like si le ama a cristo	0	hace 5 años	it
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@beatrizadrianarangelarreol3689	Nada que ser igual ya eso fue muy bueno con nosotros	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@antonellafernandez7152	Gracias jesus, gracias por perdonar todos mis pecados auque yo no lo merecia 3 3	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@copalaurajhamil4632	Que hermoso	1	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@teresaangelicapaz2098	Gracias padre por tanto amor me rescatastes del poso y me distes vida Gracias por ese precio que pagastes pormi gracias gracias mi amado jesús	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@ximenalastra1586	Que fuerte aun no puedo ver esas imagenes	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@ao4467	GRACIA!!! GRACE!!!	0	hace 5 años	so
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@annmarie8852	Gloria a Díos el nos salvo cuando estábamos muertos en nuestros delitos y pecados a el sea la gloria por siempre amén bendiciones hermanos	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@yoispma	Abrazaste el dolor para rescatar a un pueblo para ti...soportaste tú mi cruz y mi humillación. Y cada gota de tu sangre fue el precio de mi Paz...Perdido estaba y tu amor me encontró...Hermosa Gracia la que me salvó.	2	hace 5 años (editado)	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@angelicagavi879	Gracias mi Jesús Gracias por tu perdón Gracias por encontrarme Gracias por salvarme	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@braianwalternietolopez1835	Tremendo vídeo, cuánto nos amo realmente Cristo para hacer tan gran sacrificio, gracias por el video, fue hermoso, Dios los bendiga y que la paz de Dios repose sobre sus vidas y de aquellos que anhelan esa paz	0	hace 5 años (editado)	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@SoniaMarysolsUniverse	En el Nombre de Dios PADRE y del Espíritu Santo sanidad cae ahora como lluvia sobre los terrenales. Dios PADRE y el Espíritu Santo nos ama, nos sana, nos salva para vivir eternamente en cuerpo y espíritu. PADRE mos multiplica los alimentos nos deja vivir gratuitamente en la tierra.. 1 Solo Dios y Espíritu santo que se llama PADRE 1 Solo PADRE Celestial y terrenal 1 solo Salvador porque PADRE murió por nosotros 1 solo redentor porque PADRE nos atrajo a su resurrección y nos creó con su Santa Carne, Sangre y Espíritu Santo. 1 sola familia porque todos los terrenales somos hijas e hijos de Dios PADRE de carne de sangre y de Espíritu Por lo tanto somos hermanos as. EL que llevó la cruz es nuestro Dios Padre que murió en la cruz para salvarnos a cada uno de nosotros. Es Dios Padre que resucitó de entre los muertos y estuvo 40 días más en la tierra, enseñando sus Santas Leyes para que entremos a su Reino aquí en la tierra dejó consumada su salvación, y que ya no va ha regresar porque dejó terminada su obra. Y el de cuerpo, mente y espíritu, limpio podrá ver a Dios Padre y sentir al Espíritu Santo. Pero nadie creyó, El gobierno o Reino de Dios PADRE Leyes Amar y servir a Dios Padre y al Espíritu Santo con toda nuestra mente cuerpo y espíritu. Amarse los unos a los otros como hermanos de carne de sangre y de espíritu. Los 7 días a la semana Dios PADRE los santifico. En el Cielo si cumplen las Leyes del Reino de Dios Padre. Quien cumple las Leyes de Dios PADRE en la tierra? La Santa Cena de la nueva alianza Comer la carne y sangre de Dios Padre, representado por el pan y el vino.por la crucifixión y por la resurrección de Dios PADRE Dios Padre nos atrajo a su crucifixión, y nos atrajo en su resurrección y nos creó con su carne, sangre y Espíritu convirtiéndonos en sus hijas e hijos. El Santo Juicio del Arrepentimiento de pecados para el perdón de pecados. 70 veces 7 al dia se debe perdonar al que se arrepiente verdaderamente. La tierra es de Dios PADRE y el Espíritu Santo, y ÉL nos deja vivir gratuitamente. El Padre Nuestro.... Vivir gratuitamente en la tierra. Convertir nuestro cuerpo en santidad, porque es el templo de Dios PADRE y del Espíritu Santo. Sanar toda enfermedad y toda dolencias,, resucitar a los que duermen en la muerte, creer, obedecer, y enseñar las Leyes de Dios Padre y del Espíritu Santo. Gracias Dios Padre y Espíritu Santo por, cuidarnos, escucharnos, por salvarnos de todo mal, de espíritus de muerte, de enfermedades, de accidentes, de maldiciones de maldades, de todo disfraz de muerte., Te amamos a ti Dios PADRE y Espíritu Santo, porque eres nuestro único Dios, Padre, Madre, salvador, redentor, creador, legislador, Rey. Profetas hasta Juan el bautista, este fue el último profeta en la tierra. Porque Dios Padre ya vino a la tierra a cumplir su promesa de salvación. ,	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@CarlosHernandez-ui1pk	Hermosa Gracias la que me SALVO!!!!	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@isaiassantiagobianchini4847	Amen lo recibo,pero Dios se escribe con mayúscula no con minúscula....en caso de que sea un dios pagano se escribe así muchas bendiciones...	5	hace 3 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@kimberlycobain8373	Hermosa canción	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@jesusoliveraolivera266	Amén	1	hace 5 años	hu
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@Egarq2	gesus y la mamá	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@ruthvazquezrodriguez6036	Like o respuestas si quieren responder si sienten lo mismo que yo me hace sufri cuando jesus es aflijido y lastmado ya casi me hace llorar que me estoy aguantanto me encanta esta cancion gracias por subirlo yo estoy de acuerdo con los demás todo lo que dicen sobre JESÚS DE NAZARETH El HIJO DE DIOS es verdad me encanta esa alabanza muchas gracias por subirlo	1	hace 5 años (editado)	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@marucasillas9817	Gracias Jesús por tu Gracia que me slavó	1	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@SantiagoAyoso	Gloria a Dios	1	hace 5 años	it
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@agustinrodriguez8927	Mi vida no alcansaria para demostrarte lo agradecido queestoy cimplemente gracias mi vida estuya dios agace conmigo tu boluntad sos ermoso dios	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@mateoperezmarquez4207	Cristo Jesús vino a mi vida me salvó a mí ahora sano a mi papá i asepto como su único Salbador	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@andivalenzuela9143	Que tan malo somos por la humanidad pecadora vino a morir el salvador de mundo y como hay gente que como la tiempo de ante lo sique rechazó la salvación	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@yuantaihsu9060	Esta canción me hizo llorar	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@amandamatamoros6381	Hermosa Gracia la que me Salvó	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@artetoon6783	Esierto tienes la rancon	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@nicoleamaya8498	GRACIAS SEÑOR X TU MISERICORDIA MI ALMA G ADORA CON TODO MI CORAZON DISTE TU VIDA X MI	1	hace 5 años	so
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@OORP777	tienes que escuchar esta canción, que bendición	1	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@inesramirez4818	Te valoro te atesoro y te amo mi Dios, eres lo mas importante de mi vida JESÚS, deseo Señor serte fiel hasta la muerte y no negarte jamás, ayúdanos en esta carrera a ser leales y ser llenos de tu santo Espíritu.	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@javiergomez6443	Mi vida sevla debo a Dios mi salvador	1	hace 5 años (editado)	pt
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@natsudragneel3235	hermosa alabanza toco mi corazon me hace recordar lo que jesus hizo pormi y por todo el mundo	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@leoniramos5551	Ese canto es una reflexión para nuestras vidas y ver lo Jesucristo hizo por la umanidad tan grande amor nadie nos va amar como el gloria al nombre de Jesucristo aleluya te amo Jesús	6	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@valentinaguilar651	Gracias mi señor Por amarme y por salvarme no merecía tu amor y tú perdón pero tú eres nuestro abogado ante el padre Señor cada gota de tú sangre fue el precio de mi paz Te Amo Majestuoso Rey	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@MarcosVelasquez-up9vz	Amen mi señor jesus gracias mi Dios	1	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@carklinmarrero9732	Gracias por esa cruz	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@sararamos3921	Me dieron ganas de llorar cuando Bi a JESÚS en esa Cruz porque el mundo fue quien hizo pecados el no se lo merecía el murió por ti y por mi Gracias JESÚS Gracias	56	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@dannescastaneda8795	Dios nos perdono en la cruz por nosotros	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@dannescastaneda8795	dios es mi salvador	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@gustavodeleon9181	Cristo Jesús el verdadero camino alá vida eterna	0	hace 5 años	pt
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@yeraldinnoel2973	Dios gracias por dar la vida por no sotros	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@jorgeolios8556	Solo punto de vista la cruz no salva el que salva es jesus tengamolo claro NO ES LA CRUZ es JESUS EL que salva	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@jesusangelelfos6527	Enfermo estaba y fui sanado, gracias, Maestro Jesús.	2	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@carolinabarrios5562	VERDADERO AMOR INCONDICIONAL EXPERIMENTAMOS ESTE AMOR GRACIAS CRISTO!!!	1	hace 5 años	en
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@porterheimer1726	Y a pesar de que ya esta a punto de volver bendito sea Dios alabado sea su nombre porque solo El es digno de ser adorado	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@juancruz8691	Te doy gracias...!!!! Gracias por morir por mí...perdido estaba y tu amor  me encontró...!!!!! Gracias por tu perdón...!!!	2	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@artetoon6783	Ay mi salbador cuanto sufribiste	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@cristiantorrealba788	Gracias padre por ese plan perfecto, gracias SEÑOR JESUCRISTO por sacrificarse por nosotros los pecadores el cual yo soy el primero.	0	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@jazmincespedes8562	Gracias mi salvador	0	hace 6 años	lt
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@sylvialsanchez4646	Bendito sea tu nombre mi amado Maestro Jesús diste tu vida por nosotros, toda la gloria, la honra, la alababza y adoración no le pertenece a nadie mas q a ti Papito lindo	3	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@rcigestion1232	Lo más seguro es que si Jesús no llega a mi vida estaría muerto, aún así no he sido el mejor cristiano, pecador imperfecto pero su perdón y su sangre me limpia cuando me arrepiento y me aparto del pecado. Gracias Jehová de los ejércitos por dar a tu Hijo Jesús para darme salvación y libertad.	107	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@josuerios1676	quisiera compartir con ustedes este covers de esta preciosa adoración que llegó a mi corazón	1	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@familiarios6381	Hermosa adoración... Con mi familia realizamos un covers de esta canción si desean escucharlo	0	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@danielblanco2817	es inevitable no llorar	6	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@ruthvazquezrodriguez6036	danielblanco2817 Eso es verdad	5	hace 4 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@ruthvazquezrodriguez6036	Eso es verdad Sarah amén gloria a Dios	6	hace 4 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@JoseAvila-jb2um	Mi amado brother, gracias por la Misericordia del Señor que consiste en que Dios nos amó primero. Descansa y recibe el amor de Dios para tu vida y vivamos para Jesus . Te bendigo.	10	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@solanoj82	Buenos días Dios te bendiga aquí lo importante es reconocer que somos pecadores y aceptarlo como nuestro Salvador y leer su palabra y entender que Dios Padre conoce hasta lo más profundo de nuestro corazón y Él no quiere adoradores de labios sino en espíritu y. en verdad. Dios te bendiga y La Paz de Dios sea contigo.	8	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@julietvelez9302	solanoj82 dfrrrxcgfvhvj	2	hace 4 años	hr
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@pameferreyra8244	Si sos un hijo de Dios y te bautizaste osea pasaste por las aguas del bautismo en una iglesia evangelica ya no sos mas pecador pasaste hacer justo y Santo para Cristo aunque estemos en este cuerpo de pecado pero no militamos mas segun este envase en el que estamos si hacemos algo indevido lo hace el hombre natural en el que todavia estamos pero debemos separarnos todos los dias del hombre viejo que nos quiere avergonzar y ver que tenemos otra naturaleza la espiritual nacida segun Dios ese hombre somos nosotros debemos vernos como Dios nos mira como justos y Santos para el porque sino que obra hizo Dios por nosotros sino creemos que morimos y nacimos de nuevo,Dios no puede habitar en un pecador solo en los que creemos que el nos dio una nueva vida por eso el Apostol Pablo siempre en sus cartas se dirige a los Santos porque pertenecemos a su cuerpo y en su cuerpo no hay pecadores,creamos que estamos unidos a el no nos separemos de Dios si decimos que somos Santos vamos andar como santos si decimos que somos pecadores vamos andar como pecadores,alla en nosotros la fe de los escogidos esto es para los que somos de la Fe	2	hace 4 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@ezequielcarmenperezcollant8892	pameferreyra8244 AMÉN hermosas palabras bendiciones	0	hace 4 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@pabloriodediosmedina4638	Amén. el Señor vive en nuestros corazónes  Pablo Eduardo Medina  ....... de Argentina Salta  Dios te bendiga	1	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@javieralonsonequisserrano2218	una de las mejores alabanzas de En Espíritu y en Verdad. Letra y música. Gloria a Dios.	0	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@lucianouruguay5637	Gracias Jesús x escuchar esta canción la lágrimas que me saco, yo merecía esa cruz y tú x amor nos perdonas tes, Gracias mi señor! Desde Uruguay Montevideo Bendicones hoy soy feliz en Cristo	3	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@valentinaguilar651	gracias Dios Por Tu Inmenso Amor Y por tu sacrificio Cada Día Q Pasa Te amo Más Mi señor Eres mi salvador Te Doy Gracias Por Esa Cruz Gracias Por Tu perdon Gracias Por Encontrarme Mi Dios Te Debo Todo lo que tengo es gracias a ti Solo A Ti Gracias Por Tu Amor Mi Dios No Tengo palabras para describir Lo que siento Pero Tu Sabes Q te Amo Y Q te amaré hasta el último día de mi vida	0	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@lesliehuerta7332	Sin dios no tuviésemos aquí	0	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@robertohdz12rh	Amo a DIOS	0	hace 6 años	pt
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@yeseniacamarillom.2444	Amén!! Gloria a Dios	0	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@angelmartinez7388	Gloria al Rey por todos los siglos	0	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@carloshernandezhernandez5278	Gracias bendito JESUS por morir por mi en esa cruz,ojalá y después de esto que está pasando reflexionemos y seamos mejores personas no hay otra salida más que entregarle tu vida a JESUCRISTO mil bendiciones .	1	hace 6 años (editado)	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@evelynmarrone2032	Cuanto te amo Jesús.	1	hace 6 años	pt
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@Itzely_08	Me encanta.	0	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@sinfoniasdelalma3082	Gracias por tu misericordia Jesús te necesito siempre en mi vida , yo sé que eres real	1	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@juliabravo9735	gracias por tu amor señor Jesus porque me salvaste no tengo con q pagarte todo lo q has Hecho por mi te adoro mi Dios gracias mi salvador	0	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@josealfredosanchezgutierre2052	Gracias por tu amor y perdonaste en esa cruz gracias por es cruz y encontraste mi God	0	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@juniordacruz4881	Que hermosa alabanza. Jesucristo es todo para mí. Gracias por la bendita salvación y vida eterna. Gloria a Dios por tener el nombre escrito en el Libro de la vida. Que Dios les bendiga desde Brasil	13	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@yoselinbarajas5879	Jesús que admirable,te amo gracias por tu infinito amor,me diste libertad,te admiro ,Rey de reyes Dios poderoso.	0	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@fabiolagarcia3789	Yo no entiendo poque le dan like abajo	0	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@MarioGonzalez-se7je	Ay mi Dios lo que pagaste por nosotros me da mucho tristeza papá que lo trataran de esa forma	0	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@fabianfarfan9597	Dios es tan bueno y tan grandioso lo adoro con todo mi corazón	0	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@gabrielsanchezjimenez	saludos. Dtb	0	hace 6 años	lt
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@gabrielsanchezjimenez	saludos. Dtb	1	hace 6 años	lt
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@gabrielsanchezjimenez	saludos. Dtb	0	hace 6 años	lt
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@gabrielsanchezjimenez	saludos. Dtb	0	hace 6 años	lt
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@gabrielsanchezjimenez	saludos. Dtb	2	hace 6 años	lt
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@gabrielsanchezjimenez	saludos. Dtb	0	hace 6 años	lt
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@jenifercarolinaherreravare5584	Perdona mis pecados señor	0	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@micaelamoreno5171	Te amo Te ti mesmo ti e o si Split e vc não tem tem uma coisa 8 e vc ti	0	hace 6 años	pt
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@sebastiansanchezdiaz8003	No sólo es una simple canción ,nos debemos de dar cuenta lo que Jesús hizo para darnos vida el precio que el pago ,es tiempo de agradecerle por ese amor tan inmenso ,busquemos su rostro el nos espera,el te ama , no tiremos a la basura lo oportunidad que el nos dio amén.bendiciones	77	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@luislara1445	POR FAVOR QUITEN ESE FONDO SABEMOS SENTIMOS LO QUE PASO EL SALVADOR,NO REQUERIMOS ESA IMAGEN SINO UNA IMAGEN DE EL EN EL CIELO DONDE NO EXISTE LA MALDAD	0	hace 6 años	en
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@norianishernandez705	Y tubo q morir por ti y por mí para si darnos salvación aún si merecerlo . Por eso hoy estamos AKI gracias a ese q dio su vida por nosotros . Amigo aceptale como tú único salvador	1	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@e.f.g.garcia.6987	Estaba a punto de ajustar cuentas con alguien, y YouTube me sugiere esto.	0	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@silviavalverde2565	El amor más grande mostrado en esa cruz! Gracias Jesús porque tú gracia me alcanzó	0	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@abigailgonzalez8472	la cancion es catolica o cristiana?	0	hace 6 años	it
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@silv754	Tomaste mi lugar!!! Gracias mi Señor!!	0	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@laylow4949	Gracias Jesucristo aunque nome meresco la salvacion mi Señor	0	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@titohablateenseriodiciendo1818	Si es su voluntad  venimos  ..estamos él reunira su rebaño. Todo aquél que crea.. e _ n_ _ _ e su n _ _ _e!	0	hace 6 años (editado)	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@yessicaibarrazamalloa289	jesus fue maldito gracias a nosotros porque en Gálatas 313 dice Maldito todo aquel que es colgado en un madero.	1	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@pedrogutierrez6329	Esta canción es hermoso gracias por esa cruz	0	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@jonatanapariciomendoza4370	Ante toda la situación del virus solo me demuestra esto que no hay q rendirse amarse los unos a lo otros y seguir en pie que el nos ama	4	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@alfredoordenana4874	SÍ CON ESTA ALABANZA SEA DE MUCHA EDIFICACIÓN PARA GUAYAQUIL TAMBIÉN AL ECUADOR Y AL MUNDO ENTERO	4	hace 6 años	en
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@arisfrancelygrullon8668	Gracias Amado Jesús	0	hace 6 años	pt
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@anastasioperegrina6080	BENDITO SEA NUESTRO SEÑOR JESUCRISTO	1	hace 6 años	pt
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@martineduardomartinezsanta9710	En mi encuentro de niños pusieron esta canción y no pude dejar de llorar digno eres señor	0	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@gabrielsanchezjimenez	saludos. Dtb	0	hace 6 años	lt
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@ernestinamontiel5286	Amén Dios les bendiga Siempre	2	hace 2 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@gabrielsanchezjimenez	saludos. Dtb	0	hace 6 años	lt
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@gabrielsanchezjimenez	saludos. Dtb	0	hace 6 años	lt
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@e.f.g.garcia.6987	gabrielsanchezjimenez gracias hermano, Dios te bendiga me voy a suscribir a tu canal.	0	hace 6 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@gabrielsanchezjimenez	saludos. Dtb	0	hace 6 años	lt
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@yosoyyo829	Creo que cristiana	0	hace 5 años	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@titohablateenseriodiciendo1818	Seria bueno que explicaran mejor para quienes no tienen la conciencia tan formada acerca del tema. No todos entienden con exactitud lo que pusieron ahí .h e r m a n ao.	0	hace 6 años (editado)	es
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@gabrielsanchezjimenez	saludos. Dtb	0	hace 6 años	lt
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@titohablateenseriodiciendo1818	N	0	hace 6 años	vi
https://www.youtube.com/watch?v=BQJu4EuZIFI	BQJu4EuZIFI	@luisvillarreal5616	Vendito sea el Señor jesus cristo por tanto amor	0	hace 6 años	es
